x1;y1;x2;y2;class;manufacturer;type;class_name;manufacturer_name;type_name;image
133;73;806;251;10;2;0;Aston Martin Virage Convertible 2012;Aston;Convertible;00292.jpg
24;27;936;380;104;15;1;Ferrari 458 Italia Coupe 2012;Ferrari;Coupe;00293.jpg
11;141;629;386;48;7;5;Buick Rainier SUV 2007;Buick;SUV;00294.jpg
150;114;524;433;50;7;5;Buick Enclave SUV 2012;Buick;SUV;00295.jpg
18;115;618;456;120;18;5;GMC Yukon Hybrid SUV 2012;GMC;SUV;00296.jpg
56;157;639;455;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;00297.jpg
49;67;362;245;177;40;4;Rolls-Royce Phantom Sedan 2012;Rolls-Royce;Sedan;00298.jpg
24;66;982;711;147;26;5;Jeep Liberty SUV 2012;Jeep;SUV;00299.jpg
41;103;994;692;169;36;7;Nissan NV Passenger Van 2012;Nissan;Van;00300.jpg
52;36;247;189;121;18;5;GMC Acadia SUV 2012;GMC;SUV;00301.jpg
1;37;296;171;19;3;2;Audi TT Hatchback 2011;Audi;Hatchback;00302.jpg
6;47;297;193;31;4;0;BMW 6 Series Convertible 2007;BMW;Convertible;00303.jpg
14;29;235;168;156;29;4;Lincoln Town Car Sedan 2011;Lincoln;Sedan;00304.jpg
37;21;169;122;143;24;5;Isuzu Ascender SUV 2008;Isuzu;SUV;00305.jpg
37;125;582;456;83;12;8;Dodge Caliber Wagon 2012;Dodge;Wagon;00306.jpg
171;63;1187;894;58;9;5;Chevrolet Traverse SUV 2012;Chevrolet;SUV;00307.jpg
16;136;775;418;6;1;4;Acura Integra Type R 2001;Acura;Sedan;00308.jpg
50;122;589;338;127;21;3;Honda Odyssey Minivan 2007;Honda;Minivan;00309.jpg
36;43;407;319;131;22;5;Hyundai Santa Fe SUV 2012;Hyundai;SUV;00310.jpg
1;69;280;228;15;3;1;Audi R8 Coupe 2012;Audi;Coupe;00311.jpg
53;79;627;464;73;9;4;Chevrolet Malibu Sedan 2007;Chevrolet;Sedan;00312.jpg
13;44;477;289;24;3;4;Audi S4 Sedan 2007;Audi;Sedan;00313.jpg
33;71;615;435;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;00314.jpg
555;278;1543;1207;170;36;2;Nissan Juke Hatchback 2012;Nissan;Hatchback;00315.jpg
10;29;276;164;123;19;0;Geo Metro Convertible 1993;Geo;Convertible;00316.jpg
2;48;300;202;158;31;0;Maybach Landaulet Convertible 2012;Maybach;Convertible;00317.jpg
73;159;445;376;11;2;1;Aston Martin Virage Coupe 2012;Aston;Coupe;00318.jpg
38;8;564;402;47;7;4;Buick Regal GS 2012;Buick;Sedan;00319.jpg
42;17;440;282;7;1;2;Acura ZDX Hatchback 2012;Acura;Hatchback;00320.jpg
42;63;593;397;94;12;5;Dodge Durango SUV 2012;Dodge;SUV;00321.jpg
9;304;1009;677;75;9;6;Chevrolet Silverado 1500 Regular Cab 2012;Chevrolet;Truck;00322.jpg
161;263;632;415;182;43;4;Suzuki Kizashi Sedan 2012;Suzuki;Sedan;00323.jpg
15;26;199;123;186;45;5;Toyota Sequoia SUV 2012;Toyota;SUV;00324.jpg
12;21;285;142;128;21;1;Honda Accord Coupe 2012;Honda;Coupe;00325.jpg
29;28;432;249;193;47;2;Volvo C30 Hatchback 2012;Volvo;Hatchback;00326.jpg
2;6;546;298;180;42;1;Spyker C8 Coupe 2009;Spyker;Coupe;00327.jpg
41;49;244;176;62;9;5;Chevrolet Tahoe Hybrid SUV 2012;Chevrolet;SUV;00328.jpg
10;105;660;475;114;17;6;Ford F-150 Regular Cab 2007;Ford;Truck;00329.jpg
168;92;333;305;166;34;7;Mercedes-Benz Sprinter Van 2012;Mercedes-Benz;Van;00330.jpg
26;81;596;391;181;43;4;Suzuki Aerio Sedan 2007;Suzuki;Sedan;00331.jpg
76;247;396;396;101;15;1;Ferrari FF Coupe 2012;Ferrari;Coupe;00332.jpg
30;110;472;316;103;15;0;Ferrari 458 Italia Convertible 2012;Ferrari;Convertible;00333.jpg
179;300;1403;894;22;3;1;Audi S5 Coupe 2012;Audi;Coupe;00334.jpg
23;31;236;176;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;00335.jpg
309;598;1767;995;112;17;1;Ford GT Coupe 2006;Ford;Coupe;00336.jpg
45;55;530;308;38;4;0;BMW Z4 Convertible 2012;BMW;Convertible;00337.jpg
14;129;441;360;106;17;6;Ford F-450 Super Duty Crew Cab 2012;Ford;Truck;00338.jpg
39;5;234;174;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;00339.jpg
139;152;488;305;9;2;1;Aston Martin V8 Vantage Coupe 2012;Aston;Coupe;00340.jpg
62;116;974;610;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;00341.jpg
152;195;502;436;169;36;7;Nissan NV Passenger Van 2012;Nissan;Van;00342.jpg
63;36;760;504;147;26;5;Jeep Liberty SUV 2012;Jeep;SUV;00343.jpg
36;59;770;397;145;26;5;Jeep Patriot SUV 2012;Jeep;SUV;00344.jpg
26;13;234;194;113;17;6;Ford F-150 Regular Cab 2012;Ford;Truck;00345.jpg
112;21;2859;1928;63;9;4;Chevrolet Sonic Sedan 2012;Chevrolet;Sedan;00346.jpg
100;190;907;691;145;26;5;Jeep Patriot SUV 2012;Jeep;SUV;00347.jpg
14;59;522;266;55;9;0;Chevrolet Corvette Convertible 2012;Chevrolet;Convertible;00348.jpg
42;82;956;685;89;12;5;Dodge Journey SUV 2012;Dodge;SUV;00349.jpg
17;52;247;158;86;12;6;Dodge Ram Pickup 3500 Crew Cab 2010;Dodge;Truck;00350.jpg
13;108;454;305;42;5;1;Bentley Continental GT Coupe 2012;Bentley;Coupe;00351.jpg
107;40;433;240;143;24;5;Isuzu Ascender SUV 2008;Isuzu;SUV;00352.jpg
3;60;499;289;117;17;4;Ford Fiesta Sedan 2012;Ford;Sedan;00353.jpg
44;212;984;596;57;9;1;Chevrolet Corvette Ron Fellows Edition Z06 2007;Chevrolet;Coupe;00354.jpg
28;93;1011;675;170;36;2;Nissan Juke Hatchback 2012;Nissan;Hatchback;00355.jpg
187;313;1381;1087;115;17;4;Ford Focus Sedan 2007;Ford;Sedan;00356.jpg
31;47;415;255;39;5;0;Bentley Continental Supersports Conv. Convertible 2012;Bentley;Convertible;00357.jpg
53;116;562;353;29;4;4;BMW 3 Series Sedan 2012;BMW;Sedan;00358.jpg
27;71;630;422;58;9;5;Chevrolet Traverse SUV 2012;Chevrolet;SUV;00359.jpg
12;23;245;176;70;9;6;Chevrolet Silverado 1500 Classic Extended Cab 2007;Chevrolet;Truck;00360.jpg
17;64;941;620;119;18;7;GMC Savana Van 2012;GMC;Van;00361.jpg
108;121;539;357;50;7;5;Buick Enclave SUV 2012;Buick;SUV;00362.jpg
14;60;402;300;128;21;1;Honda Accord Coupe 2012;Honda;Coupe;00363.jpg
15;47;286;184;53;8;6;Cadillac Escalade EXT Crew Cab 2007;Cadillac;Truck;00364.jpg
17;82;630;496;53;8;6;Cadillac Escalade EXT Crew Cab 2007;Cadillac;Truck;00365.jpg
67;55;508;338;32;4;5;BMW X5 SUV 2007;BMW;SUV;00366.jpg
30;118;618;334;177;40;4;Rolls-Royce Phantom Sedan 2012;Rolls-Royce;Sedan;00367.jpg
14;76;292;195;59;9;0;Chevrolet Camaro Convertible 2012;Chevrolet;Convertible;00368.jpg
40;52;603;357;128;21;1;Honda Accord Coupe 2012;Honda;Coupe;00369.jpg
57;148;568;363;10;2;0;Aston Martin Virage Convertible 2012;Aston;Convertible;00370.jpg
5;56;430;245;83;12;8;Dodge Caliber Wagon 2012;Dodge;Wagon;00371.jpg
2;190;371;490;168;36;2;Nissan Leaf Hatchback 2012;Nissan;Hatchback;00372.jpg
243;318;805;629;172;37;1;Plymouth Neon Coupe 1999;Plymouth;Coupe;00373.jpg
9;184;740;499;6;1;4;Acura Integra Type R 2001;Acura;Sedan;00374.jpg
122;48;697;401;176;40;4;Rolls-Royce Ghost Sedan 2012;Rolls-Royce;Sedan;00375.jpg
74;187;917;734;135;22;4;Hyundai Elantra Sedan 2007;Hyundai;Sedan;00376.jpg
20;48;624;453;133;22;5;Hyundai Veracruz SUV 2012;Hyundai;SUV;00377.jpg
16;25;290;215;156;29;4;Lincoln Town Car Sedan 2011;Lincoln;Sedan;00378.jpg
119;194;942;586;54;9;6;Chevrolet Silverado 1500 Hybrid Crew Cab 2012;Chevrolet;Truck;00379.jpg
137;76;600;370;99;14;2;FIAT 500 Abarth 2012;FIAT;Hatchback;00380.jpg
66;88;455;322;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;00381.jpg
4;55;494;365;146;26;5;Jeep Wrangler SUV 2012;Jeep;SUV;00382.jpg
80;1;549;431;58;9;5;Chevrolet Traverse SUV 2012;Chevrolet;SUV;00383.jpg
51;87;489;290;59;9;0;Chevrolet Camaro Convertible 2012;Chevrolet;Convertible;00384.jpg
217;199;631;358;141;23;1;Infiniti G Coupe IPL 2012;Infiniti;Coupe;00385.jpg
65;321;1232;828;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;00386.jpg
47;150;1007;635;63;9;4;Chevrolet Sonic Sedan 2012;Chevrolet;Sedan;00387.jpg
18;53;244;175;131;22;5;Hyundai Santa Fe SUV 2012;Hyundai;SUV;00388.jpg
5;96;409;262;48;7;5;Buick Rainier SUV 2007;Buick;SUV;00389.jpg
14;21;782;487;160;33;1;McLaren MP4-12C Coupe 2012;McLaren;Coupe;00390.jpg
433;262;1339;985;166;34;7;Mercedes-Benz Sprinter Van 2012;Mercedes-Benz;Van;00391.jpg
62;220;992;667;4;1;4;Acura TL Type-S 2008;Acura;Sedan;00392.jpg
110;266;986;700;195;47;5;Volvo XC90 SUV 2007;Volvo;SUV;00393.jpg
229;126;624;345;147;26;5;Jeep Liberty SUV 2012;Jeep;SUV;00394.jpg
58;45;205;165;131;22;5;Hyundai Santa Fe SUV 2012;Hyundai;SUV;00395.jpg
21;99;442;295;165;34;4;Mercedes-Benz S-Class Sedan 2012;Mercedes-Benz;Sedan;00396.jpg
30;29;282;164;23;3;4;Audi S4 Sedan 2012;Audi;Sedan;00397.jpg
29;93;408;242;40;5;4;Bentley Arnage Sedan 2009;Bentley;Sedan;00398.jpg
121;108;655;387;26;4;4;BMW ActiveHybrid 5 Sedan 2012;BMW;Sedan;00399.jpg
32;51;260;153;181;43;4;Suzuki Aerio Sedan 2007;Suzuki;Sedan;00400.jpg
24;78;366;232;88;12;7;Dodge Sprinter Cargo Van 2009;Dodge;Van;00401.jpg
1;18;392;240;17;3;4;Audi 100 Sedan 1994;Audi;Sedan;00402.jpg
299;199;1415;894;110;17;5;Ford Edge SUV 2012;Ford;SUV;00403.jpg
30;132;724;361;180;42;1;Spyker C8 Coupe 2009;Spyker;Coupe;00404.jpg
42;37;624;328;10;2;0;Aston Martin Virage Convertible 2012;Aston;Convertible;00405.jpg
1;157;990;640;75;9;6;Chevrolet Silverado 1500 Regular Cab 2012;Chevrolet;Truck;00406.jpg
19;136;498;329;59;9;0;Chevrolet Camaro Convertible 2012;Chevrolet;Convertible;00407.jpg
49;76;343;266;19;3;2;Audi TT Hatchback 2011;Audi;Hatchback;00408.jpg
21;66;605;463;189;45;5;Toyota 4Runner SUV 2012;Toyota;SUV;00409.jpg
31;119;404;248;5;1;4;Acura TSX Sedan 2012;Acura;Sedan;00410.jpg
52;47;586;260;14;3;1;Audi TTS Coupe 2012;Audi;Coupe;00411.jpg
195;372;1908;1339;176;40;4;Rolls-Royce Ghost Sedan 2012;Rolls-Royce;Sedan;00412.jpg
33;150;613;401;80;10;0;Chrysler Crossfire Convertible 2008;Chrysler;Convertible;00413.jpg
316;344;1269;891;86;12;6;Dodge Ram Pickup 3500 Crew Cab 2010;Dodge;Truck;00414.jpg
81;552;1917;1153;55;9;0;Chevrolet Corvette Convertible 2012;Chevrolet;Convertible;00415.jpg
122;157;921;587;112;17;1;Ford GT Coupe 2006;Ford;Coupe;00416.jpg
63;69;603;385;50;7;5;Buick Enclave SUV 2012;Buick;SUV;00417.jpg
12;70;388;273;57;9;1;Chevrolet Corvette Ron Fellows Edition Z06 2007;Chevrolet;Coupe;00418.jpg
50;89;584;387;73;9;4;Chevrolet Malibu Sedan 2007;Chevrolet;Sedan;00419.jpg
71;64;425;328;99;14;2;FIAT 500 Abarth 2012;FIAT;Hatchback;00420.jpg
71;158;690;341;152;27;1;Lamborghini Gallardo LP 570-4 Superleggera 2012;Lamborghini;Coupe;00421.jpg
32;74;277;203;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;00422.jpg
69;59;637;461;85;12;3;Dodge Caravan Minivan 1997;Dodge;Minivan;00423.jpg
22;83;415;322;5;1;4;Acura TSX Sedan 2012;Acura;Sedan;00424.jpg
48;36;572;300;7;1;2;Acura ZDX Hatchback 2012;Acura;Hatchback;00425.jpg
85;318;1223;863;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;00426.jpg
33;128;581;458;117;17;4;Ford Fiesta Sedan 2012;Ford;Sedan;00427.jpg
33;102;595;429;179;42;0;Spyker C8 Convertible 2009;Spyker;Convertible;00428.jpg
83;182;573;402;73;9;4;Chevrolet Malibu Sedan 2007;Chevrolet;Sedan;00429.jpg
82;74;589;340;185;44;4;Tesla Model S Sedan 2012;Tesla;Sedan;00430.jpg
47;201;534;426;187;45;4;Toyota Camry Sedan 2012;Toyota;Sedan;00431.jpg
54;128;429;353;163;34;1;Mercedes-Benz SL-Class Coupe 2009;Mercedes-Benz;Coupe;00432.jpg
58;189;879;642;164;34;4;Mercedes-Benz E-Class Sedan 2012;Mercedes-Benz;Sedan;00433.jpg
18;50;280;162;171;36;1;Nissan 240SX Coupe 1998;Nissan;Coupe;00434.jpg
20;75;606;325;64;9;7;Chevrolet Express Cargo Van 2007;Chevrolet;Van;00435.jpg
20;51;271;180;51;8;4;Cadillac CTS-V Sedan 2012;Cadillac;Sedan;00436.jpg
19;67;412;314;99;14;2;FIAT 500 Abarth 2012;FIAT;Hatchback;00437.jpg
52;94;543;323;26;4;4;BMW ActiveHybrid 5 Sedan 2012;BMW;Sedan;00438.jpg
11;89;644;415;49;7;4;Buick Verano Sedan 2012;Buick;Sedan;00439.jpg
12;60;456;306;107;17;0;Ford Mustang Convertible 2007;Ford;Convertible;00440.jpg
30;35;382;235;115;17;4;Ford Focus Sedan 2007;Ford;Sedan;00441.jpg
53;56;391;278;190;46;2;Volkswagen Golf Hatchback 2012;Volkswagen;Hatchback;00442.jpg
37;60;218;144;143;24;5;Isuzu Ascender SUV 2008;Isuzu;SUV;00443.jpg
4;4;377;277;79;10;4;Chrysler 300 SRT-8 2010;Chrysler;Sedan;00444.jpg
121;169;1387;775;180;42;1;Spyker C8 Coupe 2009;Spyker;Coupe;00445.jpg
17;41;465;293;24;3;4;Audi S4 Sedan 2007;Audi;Sedan;00446.jpg
43;110;462;296;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;00447.jpg
37;67;617;437;178;41;2;Scion xD Hatchback 2012;Scion;Hatchback;00448.jpg
66;117;506;289;180;42;1;Spyker C8 Coupe 2009;Spyker;Coupe;00449.jpg
57;59;506;288;15;3;1;Audi R8 Coupe 2012;Audi;Coupe;00450.jpg
66;90;507;385;189;45;5;Toyota 4Runner SUV 2012;Toyota;SUV;00451.jpg
59;42;256;165;108;17;3;Ford Freestar Minivan 2007;Ford;Minivan;00452.jpg
65;91;391;278;121;18;5;GMC Acadia SUV 2012;GMC;SUV;00453.jpg
251;299;1423;901;49;7;4;Buick Verano Sedan 2012;Buick;Sedan;00454.jpg
434;136;1528;829;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;00455.jpg
79;63;285;171;42;5;1;Bentley Continental GT Coupe 2012;Bentley;Coupe;00456.jpg
79;91;600;456;118;18;5;GMC Terrain SUV 2012;GMC;SUV;00457.jpg
16;96;483;277;108;17;3;Ford Freestar Minivan 2007;Ford;Minivan;00458.jpg
39;81;597;465;84;12;8;Dodge Caliber Wagon 2007;Dodge;Wagon;00459.jpg
95;139;886;541;182;43;4;Suzuki Kizashi Sedan 2012;Suzuki;Sedan;00460.jpg
111;2;553;350;179;42;0;Spyker C8 Convertible 2009;Spyker;Convertible;00461.jpg
5;8;83;58;1;0;5;AM General Hummer SUV 2000;AM;SUV;00462.jpg
113;75;1551;1136;89;12;5;Dodge Journey SUV 2012;Dodge;SUV;00463.jpg
72;216;884;579;133;22;5;Hyundai Veracruz SUV 2012;Hyundai;SUV;00464.jpg
53;115;565;380;187;45;4;Toyota Camry Sedan 2012;Toyota;Sedan;00465.jpg
104;261;511;480;178;41;2;Scion xD Hatchback 2012;Scion;Hatchback;00466.jpg
47;92;209;178;14;3;1;Audi TTS Coupe 2012;Audi;Coupe;00467.jpg
1;18;300;147;111;17;6;Ford Ranger SuperCab 2011;Ford;Truck;00468.jpg
13;88;483;259;93;12;1;Dodge Challenger SRT8 2011;Dodge;Coupe;00469.jpg
4;9;409;193;92;12;8;Dodge Magnum Wagon 2008;Dodge;Wagon;00470.jpg
3;7;253;165;18;3;8;Audi 100 Wagon 1994;Audi;Wagon;00471.jpg
34;315;1832;905;140;22;4;Hyundai Azera Sedan 2012;Hyundai;Sedan;00472.jpg
18;38;249;178;65;9;6;Chevrolet Avalanche Crew Cab 2012;Chevrolet;Truck;00473.jpg
70;125;389;340;129;21;4;Honda Accord Sedan 2012;Honda;Sedan;00474.jpg
21;85;793;389;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;00475.jpg
95;125;585;390;141;23;1;Infiniti G Coupe IPL 2012;Infiniti;Coupe;00476.jpg
160;175;923;623;124;20;6;HUMMER H3T Crew Cab 2010;HUMMER;Truck;00477.jpg
9;7;98;81;174;39;3;Ram C/V Cargo Van Minivan 2012;Ram;Minivan;00478.jpg
133;38;691;514;120;18;5;GMC Yukon Hybrid SUV 2012;GMC;SUV;00479.jpg
29;46;239;134;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;00480.jpg
6;44;270;175;15;3;1;Audi R8 Coupe 2012;Audi;Coupe;00481.jpg
80;91;589;429;184;43;4;Suzuki SX4 Sedan 2012;Suzuki;Sedan;00482.jpg
18;26;623;342;90;12;6;Dodge Dakota Crew Cab 2010;Dodge;Truck;00483.jpg
29;62;509;288;126;21;3;Honda Odyssey Minivan 2012;Honda;Minivan;00484.jpg
70;118;401;299;77;10;0;Chrysler Sebring Convertible 2010;Chrysler;Convertible;00485.jpg
43;74;587;399;58;9;5;Chevrolet Traverse SUV 2012;Chevrolet;SUV;00486.jpg
8;23;296;167;48;7;5;Buick Rainier SUV 2007;Buick;SUV;00487.jpg
28;35;207;139;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;00488.jpg
55;78;454;272;105;16;4;Fisker Karma Sedan 2012;Fisker;Sedan;00489.jpg
21;51;233;163;29;4;4;BMW 3 Series Sedan 2012;BMW;Sedan;00490.jpg
37;14;358;288;121;18;5;GMC Acadia SUV 2012;GMC;SUV;00491.jpg
13;108;612;386;61;9;4;Chevrolet Impala Sedan 2007;Chevrolet;Sedan;00492.jpg
19;116;700;400;114;17;6;Ford F-150 Regular Cab 2007;Ford;Truck;00493.jpg
39;337;1239;711;173;38;4;Porsche Panamera Sedan 2012;Porsche;Sedan;00494.jpg
111;98;863;766;86;12;6;Dodge Ram Pickup 3500 Crew Cab 2010;Dodge;Truck;00495.jpg
24;132;1021;734;81;10;0;Chrysler PT Cruiser Convertible 2008;Chrysler;Convertible;00496.jpg
6;79;470;287;185;44;4;Tesla Model S Sedan 2012;Tesla;Sedan;00497.jpg
78;102;560;368;119;18;7;GMC Savana Van 2012;GMC;Van;00498.jpg
12;31;412;249;159;32;5;Mazda Tribute SUV 2011;Mazda;SUV;00499.jpg
11;10;291;212;84;12;8;Dodge Caliber Wagon 2007;Dodge;Wagon;00500.jpg
4;30;146;86;161;34;0;Mercedes-Benz 300-Class Convertible 1993;Mercedes-Benz;Convertible;00501.jpg
1;11;101;84;88;12;7;Dodge Sprinter Cargo Van 2009;Dodge;Van;00502.jpg
45;63;237;138;129;21;4;Honda Accord Sedan 2012;Honda;Sedan;00504.jpg
49;88;226;172;129;21;4;Honda Accord Sedan 2012;Honda;Sedan;00505.jpg
26;185;764;610;167;35;4;Mitsubishi Lancer Sedan 2012;Mitsubishi;Sedan;00506.jpg
139;206;590;395;130;22;2;Hyundai Veloster Hatchback 2012;Hyundai;Hatchback;00507.jpg
85;237;1561;1052;167;35;4;Mitsubishi Lancer Sedan 2012;Mitsubishi;Sedan;00508.jpg
64;130;554;341;21;3;0;Audi S5 Convertible 2012;Audi;Convertible;00509.jpg
10;73;613;388;114;17;6;Ford F-150 Regular Cab 2007;Ford;Truck;00510.jpg
74;43;569;407;99;14;2;FIAT 500 Abarth 2012;FIAT;Hatchback;00511.jpg
27;61;265;160;104;15;1;Ferrari 458 Italia Coupe 2012;Ferrari;Coupe;00512.jpg
12;164;533;351;40;5;4;Bentley Arnage Sedan 2009;Bentley;Sedan;00513.jpg
18;22;292;163;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;00514.jpg
17;70;282;166;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;00515.jpg
18;99;613;427;53;8;6;Cadillac Escalade EXT Crew Cab 2007;Cadillac;Truck;00516.jpg
20;205;1008;694;43;5;1;Bentley Continental GT Coupe 2007;Bentley;Coupe;00517.jpg
34;57;237;178;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;00518.jpg
7;39;254;177;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;00519.jpg
14;59;253;142;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;00520.jpg
122;196;512;439;153;27;1;Lamborghini Diablo Coupe 2001;Lamborghini;Coupe;00521.jpg
6;7;94;68;1;0;5;AM General Hummer SUV 2000;AM;SUV;00522.jpg
33;151;1000;528;115;17;4;Ford Focus Sedan 2007;Ford;Sedan;00523.jpg
38;98;590;353;126;21;3;Honda Odyssey Minivan 2012;Honda;Minivan;00524.jpg
116;148;391;318;76;10;5;Chrysler Aspen SUV 2009;Chrysler;SUV;00525.jpg
26;78;245;161;108;17;3;Ford Freestar Minivan 2007;Ford;Minivan;00526.jpg
56;3;736;271;191;46;2;Volkswagen Golf Hatchback 1991;Volkswagen;Hatchback;00527.jpg
38;74;213;162;121;18;5;GMC Acadia SUV 2012;GMC;SUV;00528.jpg
45;44;563;415;61;9;4;Chevrolet Impala Sedan 2007;Chevrolet;Sedan;00529.jpg
25;32;236;180;161;34;0;Mercedes-Benz 300-Class Convertible 1993;Mercedes-Benz;Convertible;00530.jpg
167;396;1945;1016;141;23;1;Infiniti G Coupe IPL 2012;Infiniti;Coupe;00531.jpg
26;139;607;343;80;10;0;Chrysler Crossfire Convertible 2008;Chrysler;Convertible;00532.jpg
40;68;487;263;135;22;4;Hyundai Elantra Sedan 2007;Hyundai;Sedan;00533.jpg
17;120;563;359;139;22;2;Hyundai Elantra Touring Hatchback 2012;Hyundai;Hatchback;00534.jpg
508;240;1379;955;154;28;5;Land Rover Range Rover SUV 2012;Land Rover;SUV;00535.jpg
29;116;593;409;54;9;6;Chevrolet Silverado 1500 Hybrid Crew Cab 2012;Chevrolet;Truck;00536.jpg
1;328;758;773;172;37;1;Plymouth Neon Coupe 1999;Plymouth;Coupe;00537.jpg
56;214;1544;755;107;17;0;Ford Mustang Convertible 2007;Ford;Convertible;00538.jpg
30;11;413;316;139;22;2;Hyundai Elantra Touring Hatchback 2012;Hyundai;Hatchback;00539.jpg
3;39;300;128;72;9;1;Chevrolet Monte Carlo Coupe 2007;Chevrolet;Coupe;00540.jpg
12;52;275;208;122;18;6;GMC Canyon Extended Cab 2012;GMC;Truck;00541.jpg
25;78;600;421;86;12;6;Dodge Ram Pickup 3500 Crew Cab 2010;Dodge;Truck;00542.jpg
8;79;397;240;186;45;5;Toyota Sequoia SUV 2012;Toyota;SUV;00543.jpg
9;72;633;359;179;42;0;Spyker C8 Convertible 2009;Spyker;Convertible;00544.jpg
5;569;2040;1468;147;26;5;Jeep Liberty SUV 2012;Jeep;SUV;00545.jpg
40;114;350;285;34;4;1;BMW M3 Coupe 2012;BMW;Coupe;00546.jpg
63;110;592;351;47;7;4;Buick Regal GS 2012;Buick;Sedan;00547.jpg
11;36;247;175;13;3;1;Audi A5 Coupe 2012;Audi;Coupe;00548.jpg
8;5;547;267;13;3;1;Audi A5 Coupe 2012;Audi;Coupe;00549.jpg
11;130;394;257;98;13;2;Eagle Talon Hatchback 1998;Eagle;Hatchback;00550.jpg
227;315;766;532;42;5;1;Bentley Continental GT Coupe 2012;Bentley;Coupe;00551.jpg
4;41;281;148;46;6;1;Bugatti Veyron 16.4 Coupe 2009;Bugatti;Coupe;00552.jpg
16;95;628;339;187;45;4;Toyota Camry Sedan 2012;Toyota;Sedan;00553.jpg
41;38;299;190;138;22;4;Hyundai Sonata Sedan 2012;Hyundai;Sedan;00554.jpg
37;89;603;317;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;00555.jpg
101;254;938;605;163;34;1;Mercedes-Benz SL-Class Coupe 2009;Mercedes-Benz;Coupe;00556.jpg
117;15;723;513;184;43;4;Suzuki SX4 Sedan 2012;Suzuki;Sedan;00557.jpg
54;49;528;336;82;11;8;Daewoo Nubira Wagon 2002;Daewoo;Wagon;00558.jpg
20;65;612;409;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;00559.jpg
7;85;250;191;107;17;0;Ford Mustang Convertible 2007;Ford;Convertible;00560.jpg
151;169;573;425;21;3;0;Audi S5 Convertible 2012;Audi;Convertible;00561.jpg
65;95;368;241;59;9;0;Chevrolet Camaro Convertible 2012;Chevrolet;Convertible;00562.jpg
9;78;899;520;130;22;2;Hyundai Veloster Hatchback 2012;Hyundai;Hatchback;00563.jpg
45;86;600;355;72;9;1;Chevrolet Monte Carlo Coupe 2007;Chevrolet;Coupe;00564.jpg
187;117;649;492;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;00565.jpg
520;373;1582;1043;29;4;4;BMW 3 Series Sedan 2012;BMW;Sedan;00566.jpg
19;34;247;159;92;12;8;Dodge Magnum Wagon 2008;Dodge;Wagon;00567.jpg
30;128;402;307;138;22;4;Hyundai Sonata Sedan 2012;Hyundai;Sedan;00568.jpg
25;234;1179;675;58;9;5;Chevrolet Traverse SUV 2012;Chevrolet;SUV;00569.jpg
10;44;239;193;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;00570.jpg
18;34;255;182;131;22;5;Hyundai Santa Fe SUV 2012;Hyundai;SUV;00571.jpg
78;245;896;604;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;00572.jpg
117;95;612;362;82;11;8;Daewoo Nubira Wagon 2002;Daewoo;Wagon;00574.jpg
13;75;632;446;121;18;5;GMC Acadia SUV 2012;GMC;SUV;00575.jpg
20;24;232;156;119;18;7;GMC Savana Van 2012;GMC;Van;00576.jpg
51;97;669;286;71;9;7;Chevrolet Express Van 2007;Chevrolet;Van;00577.jpg
177;229;931;789;12;3;0;Audi RS 4 Convertible 2008;Audi;Convertible;00578.jpg
71;82;368;267;33;4;5;BMW X6 SUV 2012;BMW;SUV;00579.jpg
49;241;1573;1075;191;46;2;Volkswagen Golf Hatchback 1991;Volkswagen;Hatchback;00580.jpg
310;322;1121;691;49;7;4;Buick Verano Sedan 2012;Buick;Sedan;00581.jpg
